代碼,類型,貨號,名稱,已發佈,是特色商品？,目錄的可見度,簡短內容說明,描述,折扣價開始日期,折扣價結束日期,稅金狀態,稅率類別,有庫存？,庫存,低庫存量,允許無庫存下單嗎？,單獨銷售?,"重量 (公斤)","長 (公分)","寬 (公分)","高 (公分)",允許客戶評論嗎？,購買備註,特價,原價,分類,標籤,運送類別,圖片,下載限制,下載點過期天數,上層,組合商品,追加銷售,交叉銷售,外部網址,按鈕文字,位置,"屬性 1 名稱","屬性 1 值","屬性 1 可見","屬性 1 全域","屬性 2 名稱","屬性 2 值","屬性 2 可見","屬性 2 全域","Meta: model","Meta: caryear-start","Meta: caryear-end","Meta: size","Meta: dpi","Meta: oem-no","Meta: gasket-no","Meta: drain-plug","Meta: product-id-old","Meta: has_been_duplicated"
225214,simple,,TO-133 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12876_img_1.jpg,,,,,,,,,0,VEHICLE,PREVIA,1,1,MANUFACTURER,TOYOTA,1,1,2.4L,1990,1997,"1-15/16X27-1/16
(50X687.5)","1155, 1749","1640064680, 1640076060, 1640076061, 1640076062, 1640076070, 1640076071, 1640076072, 1640076080, 1640076081, 1640076082, 1640076090, 1640076091, 1640076092",JA-301,,12876,
225215,simple,,TO-133A - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12877_img_1.jpg,,,,,,,,,0,VEHICLE,PREVIA,1,1,MANUFACTURER,TOYOTA,1,1,,,,"1-9/16X27-1/4
(39.7X692.2)",1749,,,,12877,
225216,simple,,"TO-233,TO-233Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12878_img_1.jpg,,,,,,,,,0,VEHICLE,PREVIA,1,1,MANUFACTURER,TOYOTA,1,1,2.4L,1990,1997,"1-15/16X27-1/16
(50X687.5)","1155, 1749","1640064680, 1640076060, 1640076061, 1640076062, 1640076070, 1640076071, 1640076072, 1640076080, 1640076081, 1640076082, 1640076090, 1640076091, 1640076092",JA-301,QP-3018,12878,
225217,simple,,TO-136 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12884_img_1.jpg,,,,,,,,,0,VEHICLE,CELLCA,1,1,MANUFACTURER,TOYOTA,1,1,2.2L,1994,1999,"1-7/8X26
(48X660)","1575, 1748","164007A070,164007A080,164007A060,1640016530",JA-309,,12884,
225218,simple,,"TO-236,TO-236Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12885_img_1.jpg,,,,,,,,,0,VEHICLE,CELLCA,1,1,MANUFACTURER,TOYOTA,1,1,2.2L,1994,1999,"1-7/8X26
(48X660)",1575,"164007A070,164007A060",JA-309,"QP-3004,QP-3005",12885,
225219,simple,,TO-137 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12887_img_1.jpg,,,,,,,,,0,VEHICLE,STARLET,1,1,MANUFACTURER,TOYOTA,1,1,,1989,1995,"1-7/8X25-15/16
(48X660)",,"1640055070,1640055080,1640011680,1640011681,1640011370,164001B020",JA-309,,12887,
225220,simple,,"TO-237,TO-237Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12888_img_1.jpg,,,,,,,,,0,VEHICLE,STARLET,1,1,MANUFACTURER,TOYOTA,1,1,,1989,1995,"1-7/8X25-15/16
(48X660)",,"1640055070,1640055080,1640011680,1640011681,1640011370,164001B020",JA-309,QP-3004,12888,
225221,simple,,TO-138 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12890_img_1.jpg,,,,,,,,,0,VEHICLE,SERA,1,1,MANUFACTURER,TOYOTA,1,1,,1990,1995,"1-7/8X26-11/16
(48X678.5)",,1640011400,JA-311,,12890,
225222,simple,,"TO-238,TO-238Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12891_img_1.jpg,,,,,,,,,0,VEHICLE,SERA,1,1,MANUFACTURER,TOYOTA,1,1,,1990,1995,"1-7/8X26-11/16
(48X678.5)",,"1640011400, 1640050091",JA-311,QP-3004,12891,
225223,simple,,TO-141 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12893_img_1.jpg,,,,,,,,,0,VEHICLE,LANDCRUISER,1,1,MANUFACTURER,TOYOTA,1,1,,1993,1995,"2-3/4X29-5/16
(69.5X744)",1917,1640066040,TO-341,,12893,
225224,simple,,"TO-241,TO-241Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12894_img_1.jpg,,,,,,,,,0,VEHICLE,LANDCRUISER,1,1,MANUFACTURER,TOYOTA,1,1,,1993,1995,"2-3/4X29-5/16
(69.5X744)",1917,1640066040,TO-341,QP-3004,12894,
225225,simple,,TO-142 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12896_img_1.jpg,,,,,,,,,0,VEHICLE,RAV4,1,1,MANUFACTURER,TOYOTA,1,1,2.0L,1996,1997,"1-9/19X28-3/8
(39.8X720.8)","1859, 1860","164007A110,164007A111,164007A120,164007A121,164007A122",TO-342S,,12896,
225226,simple,,"TO-242,TO-242Y,TO-243,TO-243Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12897_img_1.jpg,,,,,,,,,0,VEHICLE,RAV4,1,1,MANUFACTURER,TOYOTA,1,1,2.0L,1996,1997,"1-15/16X28-3/8
(50X720.8)","1859, 1860","164007A110,164007A111,164007A120,164007A121,164007A122",TO-342,"QP-3004,QP-3005",12897,
225227,simple,,TO-143 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12898_img_1.jpg,,,,,,,,,0,VEHICLE,RAV4,1,1,MANUFACTURER,TOYOTA,1,1,2.0L,1998,2000,"1-9/16X28-3/8
(39.8X720.8)","2292, 2293","164007A470,164007A480,164007A490,164007A500",TO-342S,,12898,
225228,simple,,"TO-243,TO-243Y,TO-242,TO-242Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12899_img_1.jpg,,,,,,,,,0,VEHICLE,RAV4,1,1,MANUFACTURER,TOYOTA,1,1,2.0L,1998,2000,"1-15/16X28-3/8
(50X720.8)","2292, 2293","164007A470,164007A480,164007A490,164007A500",TO-342,"QP-3004,QP-3005",12899,
225229,simple,,TO-148 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12908_img_1.jpg,,,,,,,,,0,VEHICLE,LANDCRUISER,1,1,MANUFACTURER,TOYOTA,1,1,4.5L V6,1991,1992,"2-3/4X29-5/16
(69.5X744)",1469,,TO-341,,12908,
225230,simple,,"TO-248,TO-248Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12909_img_1.jpg,,,,,,,,,0,VEHICLE,LANDCRUISER,1,1,MANUFACTURER,TOYOTA,1,1,4.5L V6,1991,1992,"2-3/4X29-5/16
(69.5X744.8)",1469,1640061240,TO-341,QP-3004,12909,
225231,simple,,TO-149 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12910_img_1.jpg,,,,,,,,,0,VEHICLE,LANDCRUISER,1,1,MANUFACTURER,TOYOTA,1,1,,1996,1998,"2-3/4X28-3/8
(69.5X720.4)",,"1640017021, 1640017040, 1640017031",SN-T302,,12910,
225232,simple,,TO-149P - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12911_img_1.jpg,,,,,,,,,0,VEHICLE,LANDCRUISER,1,1,MANUFACTURER,TOYOTA,1,1,,1995,1998,"2-3/4X28-3/8
(69.5X720.4)",1918,"1640066090, 1640066091, 1640066100",SN-T302,,12911,
225233,simple,,"TO-249,TO-249Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12912_img_1.jpg,,,,,,,,,0,VEHICLE,LANDCRUISER,1,1,MANUFACTURER,TOYOTA,1,1,,1995,1998,"2-3/4X28-3/8
(69.5X720.4)",1918,"1640066090, 1640066091, 1640066100, 1640066101",SN-T302,QP-3004,12912,
225234,simple,,TO-150S - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12915_img_1.jpg,,,,,,,,,0,VEHICLE,HIGHLANDER,1,1,MANUFACTURER,TOYOTA,1,1,V6,2004,2007,"1-5/16X29-3/4
(33.3X755.7)",2849,1640020190,,,12915,
225235,simple,,TO-150A - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12916_img_1.jpg,,,,,,,,,0,VEHICLE,HIGHLANDER,1,1,MANUFACTURER,TOYOTA,1,1,2.4L 4CYL,2001,2004,"1-7/8X29-3/4
(47.5X755)",2454,1640028260,TO-352F,,12916,
225236,simple,,TO-151 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12918_img_1.jpg,,,,,,,,,0,VEHICLE,TOYOTA,1,1,MANUFACTURER,TOYOTA,1,1,,,,"1-7/8X30-1/2
(48X775.2)",,,JA-317S,,12918,
225237,simple,,"TO-251,TO-251Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12919_img_1.jpg,,,,,,,,,0,VEHICLE,TOYOTA,1,1,MANUFACTURER,TOYOTA,1,1,,,,"1-7/8X30-1/2
(48X775.2)",,,JA-317S,QP-3004,12919,1
225238,simple,,TO-153 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12923_img_1.jpg,,,,,,,,,0,VEHICLE,CAMRY SOLARA,1,1,MANUFACTURER,TOYOTA,1,1,,1997,1998,"1-7/8X29-3/4
(48X755.8)",,1640003171,TO-352F,,12923,1
225239,simple,,TO-153S - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12924_img_1.jpg,,,,,,,,,0,VEHICLE,CAMRY SOLARA,1,1,MANUFACTURER,TOYOTA,1,1,2.2L,1997,2001,"1-5/16X29-3/4
(33X755.8)","1909, 2005","1640003140,1640003150,1640003151,1640003152,164007A290,164007A300,164007A301",TO-353SF,,12924,1
225240,simple,,"TO-253,TO-253Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12925_img_1.jpg,,,,,,,,,0,VEHICLE,CAMRY SOLARA,1,1,MANUFACTURER,TOYOTA,1,1,2.2L,1997,2001,"1-7/8X29-3/4
","1909, 2005","1640003140,1640003150,1640003151,1640003152,1640003171164007A290,164007A300,164007A301",TO-352F,"QP-3004,QP-3005",12925,1
225241,simple,,TO-154A - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12927_img_1.jpg,,,,,,,,,0,VEHICLE,COROLLA,1,1,MANUFACTURER,TOYOTA,1,1,,1998,1998,"1-13/16X25-7/8
(46X657.2)",,,,,12927,1
225242,simple,,TO-156 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12930_img_1.jpg,,,,,,,,,0,VEHICLE,TACOMA,1,1,MANUFACTURER,TOYOTA,1,1,2.4L,1995,2002,"2-1/16X25-11/16
(52X653)","1755, 1774, 1778","1641007060,1641007061,164100C020,164100C021,164100C022,164000C022,164000C040,164000C041,52469689",TO-356,,12930,1
225243,simple,,"TO-256,TO-256Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12931_img_1.jpg,,,,,,,,,0,VEHICLE,TACOMA,1,1,MANUFACTURER,TOYOTA,1,1,2.4L,1995,2002,"2-1/16X25-11/16
(52X653)","1755, 1774, 1778","1641007060,1641007061,164100C020,164100C021,164100C022,164000C022,164000C040,164000C041,52469689",TO-356,QP-3004,12931,1
225244,simple,,TO-160 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12953_img_1.jpg,,,,,,,,,0,VEHICLE,SIENNA,1,1,MANUFACTURER,TOYOTA,1,1,,1998,2000,"2X29-3/8
(51X746.5)","2153, 2427","164000A071,164000A072,164000A210,164000A270",TO-360,,12953,1
225245,simple,,"TO-260,TO-260Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12954_img_1.jpg,,,,,,,,,0,VEHICLE,SIENNA,1,1,MANUFACTURER,TOYOTA,1,1,,1998,2000,"2X29-3/8
(51X746.5)",2153,"164000A071,164000A072",TO-360,QP-3004,12954,1
225246,simple,,"TO-260SH,TO-260SHY - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12955_img_1.jpg,,,,,,,,,0,VEHICLE,SIENNA,1,1,MANUFACTURER,TOYOTA,1,1,,2001,2003,"2X29-3/8
(51X746.5)",2427,"164000A210,164000A270",TO-360,"QP-3004,QP-3005",12955,1
225247,simple,,TO-162 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12956_img_1.jpg,,,,,,,,,0,VEHICLE,CRESSIDA,1,1,MANUFACTURER,TOYOTA,1,1,,1997,1999,"1-15/16X28-5/8
(50X727.3)",,,TO-317,,12956,1
225248,simple,,"TO-262,TO-262Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12957_img_1.jpg,,,,,,,,,0,VEHICLE,CRESSIDA,1,1,MANUFACTURER,TOYOTA,1,1,,1997,1999,"1-15/16X28-5/8
(50X727.3)",,,TO-317,QP-3004,12957,1
225249,simple,,TO-163 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12959_img_1.jpg,,,,,,,,,0,VEHICLE,HILUX,1,1,MANUFACTURER,TOYOTA,1,1,2.7L,1997,,"2-1/4X21-3/8
(56.5X543.4)",,"1640075230, 1640075240, 1640075270",TO-363,,12959,1
225250,simple,,"TO-263,TO-263Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12960_img_1.jpg,,,,,,,,,0,VEHICLE,HILUX,1,1,MANUFACTURER,TOYOTA,1,1,2.7L,1997,,"2-1/4X21-3/8
(56.5X543.4)",,"1640075230, 1640075240, 1640075270",TO-363,QP-3019,12960,1
225251,simple,,TO-164 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12961_img_1.jpg,,,,,,,,,0,VEHICLE,HILUX,1,1,MANUFACTURER,TOYOTA,1,1,3.0L,1997,,"2-1/4X21-3/8
(56.5X543.4)",,"164005B590,164005B610,1640031330",TO-363,,12961,1
225252,simple,,TO-164A - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12962_img_1.jpg,,,,,,,,,0,VEHICLE,HILUX,1,1,MANUFACTURER,TOYOTA,1,1,2.4L,1997,1999,"2-1/4X21-3/8
(56.5X543.4)",,164005B630,TO-363,QP-3019,12962,1
225253,simple,,"TO-264,TO-264Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12963_img_1.jpg,,,,,,,,,0,VEHICLE,HILUX,1,1,MANUFACTURER,TOYOTA,1,1,2.4L,1997,,"2-1/4X21-3/8
(56.5X543.4)",,"164005B590,164005B610,164005B630",TO-363,QP-3019,12963,1
225254,simple,,"TO-264A,TO-264AY - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12964_img_1.jpg,,,,,,,,,0,VEHICLE,TOYOTA,1,1,MANUFACTURER,TOYOTA,1,1,,,,"2-1/4X21-3/8
(56.5X543.4)",,,TO-363,QP-3019,12964,1
225255,simple,,TO-165 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12965_img_1.jpg,,,,,,,,,0,VEHICLE,STARLET,1,1,MANUFACTURER,TOYOTA,1,1,,1989,1996,"1-5/16X22-15/16
(40X582.2)",,"1640011350, 1640011380, 1640011660, 1640011750, 1640011850, 1640011860",TO-365S,,12965,1
225256,simple,,TO-265 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12966_img_1.jpg,,,,,,,,,0,VEHICLE,STARLET,1,1,MANUFACTURER,TOYOTA,1,1,,1989,1996,"1-5/16X22-15/16
(40X582.2)",,"1640011350, 1640011380, 1640011660, 1640011750, 1640011850, 1640011860",TO-365,QP-3004,12966,1
225257,simple,,TO-167 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12974_img_1.jpg,,,,,,,,,0,VEHICLE,ECHO,1,1,MANUFACTURER,TOYOTA,1,1,4CYL,2000,2003,"1-5/16X19-7/8
(33X505)","2304, 2305","1640021060, 1640021070, 16400210880, 1640021090, 16400211210",TO-368SF,,12974,1
225258,simple,,"TO-267,TO-267Y,TO-287,TO-287Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12975_img_1.jpg,,,,,,,,,0,VEHICLE,ECHO,1,1,MANUFACTURER,TOYOTA,1,1,4CYL,2000,2003,"1-5/8X19-7/8
(40X505)","2304, 2305","1640021060, 1640021070, 16400210880, 1640021090, 16400211210",TO-368F,"QP-3004,QP-3005",12975,1
225259,simple,,"TO-269,TO-269Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/12989_img_1.jpg,,,,,,,,,0,VEHICLE,STRALET,1,1,MANUFACTURER,TOYOTA,1,1,,1989,1996,"1-7/8X26
(48X660)",,"1640011340, 1640011800, 1640011810, 1640011870, 1640011880",JA-309,QP-3004,12989,1
225260,simple,,TO-172 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13004_img_1.jpg,,,,,,,,,0,VEHICLE,IPSUM,1,1,MANUFACTURER,TOYOTA,1,1,,1996,1996,"1-5/16X28-1/4
(33X717.6)",,"164007A280,164007A281,164007A282",JA-315S,,13004,1
225261,simple,,"TO-272,TO-272Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13005_img_1.jpg,,,,,,,,,0,VEHICLE,IPSUM,1,1,MANUFACTURER,TOYOTA,1,1,,1996,1996,"1-7/8X28-1/4
(48X717.6)",,"164007A280,164007A281,164007A282",JA-315,"QP-3004,QP-3005",13005,1
225262,simple,,TO-173 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13006_img_1.jpg,,,,,,,,,0,VEHICLE,IPSUM,1,1,MANUFACTURER,TOYOTA,1,1,,1996,1996,"1-7/8X28-1/4
(48X717)",,164006A170,JA-315F,,13006,1
225263,simple,,"TO-273,TO-273Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13007_img_1.jpg,,,,,,,,,0,VEHICLE,IPSUM,1,1,MANUFACTURER,TOYOTA,1,1,,1996,1996,"1-7/8X28-1/4
(48X717)",,164006A170,JA-315F,"QP-3004,QP-3005",13007,1
225264,simple,,TO-176 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13018_img_1.jpg,,,,,,,,,0,VEHICLE,HILUX SURF,1,1,MANUFACTURER,TOYOTA,1,1,,1995,2001,"1-7/8X26
(48X660)",,"1640067110, 1640067120, 1640067121",JA-309,,13018,1
225265,simple,,"TO-276,TO-276Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13019_img_1.jpg,,,,,,,,,0,VEHICLE,HILUX SURF,1,1,MANUFACTURER,TOYOTA,1,1,,1995,2001,"1-7/8X26
(48X660)",,"1640067110, 1640067120, 1640067121",JA-309,QP-3004,13019,1
225266,simple,,TO-177 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13021_img_1.jpg,,,,,,,,,0,VEHICLE,AVENSIS,1,1,MANUFACTURER,TOYOTA,1,1,2.0L,1997,,"1-7/8X26-3/4
(48X678)",,"1640003190, 1640003180",JA-311,,13021,1
225267,simple,,TO-177S - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13022_img_1.jpg,,,,,,,,,0,VEHICLE,AVENSIS,1,1,MANUFACTURER,TOYOTA,1,1,1.6L,1997,,"1-7/8X26-3/4
(48X678)",,"1640002270,1640002310,16400C2280",JA-311SF,,13022,1
225268,simple,,"TO-277,TO-277Y,TO-229,TO-229Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13023_img_1.jpg,,,,,,,,,0,VEHICLE,AVENSIS,1,1,MANUFACTURER,TOYOTA,1,1,2.0L,1997,,"1-7/8X26-11/16
(48X678.5)",,"1640003190, 1640002270, 1640002310",JA-311,"QP-3004,QP-3005",13023,1
225269,simple,,TO-278 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13038_img_1.jpg,,,,,,,,,0,VEHICLE,ALTIS,1,1,MANUFACTURER,TOYOTA,1,1,,2000,,"1-7/8X14-9/16
(47.5X370.5)",,"1640021130,1640021140,1640021150,1640021160,1640021180,164000D240,164000D250",TO-378F,QP-3004,13038,1
225270,simple,,TO-180 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13046_img_1.jpg,,,,,,,,,0,VEHICLE,CAMRY,1,1,MANUFACTURER,TOYOTA,1,1,2.0L L4,2002,,"1-5/16X29-3/4
(33X755.8)",2437,"1640028270,1640028280,1640028281,164000H030",TO-353SF,QP-3008,13046,1
225271,simple,,"TO-280,TO-280Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13047_img_1.jpg,,,,,,,,,0,VEHICLE,CAMRY,1,1,MANUFACTURER,TOYOTA,1,1,2.0L L4,2002,,"1-7/8X29-3/4
(48X755.8)","24,372,436","1640028270,1640028280,1640028281,164000H030",TO-352F,QP-3004,13047,1
225272,simple,,TO-182 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13052_img_1.jpg,,,,,,,,,0,VEHICLE,CELLCA,1,1,MANUFACTURER,TOYOTA,1,1,,2000,2002,"1-7/8X13-1/2
(47.4X342)",2335,"1640022060, 1640022070",DA-317F,QP-3004,13052,
225273,simple,,"TO-282,TO-282Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13053_img_1.jpg,,,,,,,,,0,VEHICLE,CELLCA,1,1,MANUFACTURER,TOYOTA,1,1,,2000,2002,"1-7/8X13-1/2
(47.4X342)",2335,"1640022060, 1640022070",DA-317F,,13053,
225274,simple,,TO-183 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13055_img_1.jpg,,,,,,,,,0,VEHICLE,MR2 SPYDER,1,1,MANUFACTURER,TOYOTA,1,1,,2000,2002,"1-7/8X13-7/16
(47.6X341.3)",2358,1640022110,,,13055,
225275,simple,,"TO-283,TO-283Y - Copy",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13056_img_1.jpg,,,,,,,,,0,VEHICLE,MR2 SPYDER,1,1,MANUFACTURER,TOYOTA,1,1,,2000,2002,"1-7/8X13-7/16
(47.6X341.3)",2358,1640022110,,,13056,
225276,simple,,TO-185 - Copy,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,PASSENGER CAR,,,http://localhost:9010/wp-content/uploads/old/en/product/13063_img_1.jpg,,,,,,,,,0,VEHICLE,TUNDRA,1,1,MANUFACTURER,TOYOTA,1,1,,2000,2002,"2-1/18X28-3/16
(54.5X716.3)","2320, 2322","1641007090, 1641007070",TO-385F,,13063,
